ID|NAME|COST|TYPE|POWER|TOUGHNESS|ORACLE|SET|RARITY|CTYPE|CMC|DBPRICE|LANG|EDITION_ABBR|RATING|ARTIST|COLLNUM|RULINGS|TEXT|ENID
10844|Hurricane|{X}{G}|Sorcery|||Hurricane deals X damage to each creature with flying and each player.|Seventh Edition|Rare|mono|1|0.0|||3.421|John Howe|252||Hurricane deals X damage to each creature with flying and each player.|0
11179|Bog Imp|{1}{B}|Creature - Imp|1|1|Flying <i>(This creature can't be blocked except by creatures with flying or reach.)</i>|Seventh Edition|Common|mono|2|0.0|||1.8|Carl Critchlow|122||Flying <i>(This creature can't be blocked except by creatures with flying or reach.)</i>|0
11256|Elder Druid|{3}{G}|Creature - Elf Cleric Druid|2|2|{3}{G}, {T}: You may tap or untap target artifact, creature, or land.|Seventh Edition|Rare|mono|4|0.0|||2.235|Alan Pollack|238||{3}{G}, {T}: You may tap or untap target artifact, creature, or land.|0
11280|Flight|{U}|Enchantment - Aura|||Enchant creature<br>Enchanted creature has flying.|Seventh Edition|Common|mono|1|0.0|||2.688|Bradley Williams|75||Enchant creature<br>Enchanted creature has flying.|0
11285|Force Spike|{U}|Instant|||Counter target spell unless its controller pays {1}.|Seventh Edition|Common|mono|1|0.0|||4.397|Nelson DeCastro|76||Counter target spell unless its controller pays {1}.|0
11307|Goblin Digging Team|{R}|Creature - Goblin|1|1|{T}, Sacrifice Goblin Digging Team: Destroy target Wall.|Seventh Edition|Common|mono|1|0.0|||2.477|Ben Thompson|186||{T}, Sacrifice Goblin Digging Team: Destroy target Wall.|0
11326|Howl from Beyond|{X}{B}|Instant|||Target creature gets +X/+0 until end of turn.|Seventh Edition|Common|mono|1|0.0|||2.944|Dave Dorman|142||Target creature gets +X/+0 until end of turn.|0
11356|Jalum Tome|{3}|Artifact|||{2}, {T}: Draw a card, then discard a card.|Seventh Edition|Rare|colorless|3|0.0|||2.656|Jerry Tiritilli|303||{2}, {T}: Draw a card, then discard a card.|0
11398|Meekstone|{1}|Artifact|||Creatures with power 3 or greater don't untap during their controllers' untap steps.|Seventh Edition|Rare|colorless|1|0.0|||4.238|David Martin|307||Creatures with power 3 or greater don't untap during their controllers' untap steps.|0
11478|Samite Healer|{1}{W}|Creature - Human Cleric|1|1|{T}: Prevent the next 1 damage that would be dealt to target creature or player this turn.|Seventh Edition|Common|mono|2|0.0|||2.562|Anson Maddocks|38||{T}: Prevent the next 1 damage that would be dealt to target creature or player this turn.|0
11482|Elvish Lyrist|{G}|Creature - Elf|1|1|{G}, {T}, Sacrifice Elvish Lyrist: Destroy target enchantment.|Seventh Edition|Uncommon|mono|1|0.0|||3.143|Michael Koelsch|241||{G}, {T}, Sacrifice Elvish Lyrist: Destroy target enchantment.|0
