ID|NAME|COST|TYPE|POWER|TOUGHNESS|ORACLE|SET|RARITY|DBPRICE|LANG|RATING|ARTIST|COLLNUM|RULINGS|TEXT|ENID|PROPERTIES
304|Copper Tablet|{2}|Artifact|||At the beginning of each player's upkeep, Copper Tablet deals 1 damage to that player.|Limited Edition Beta|Uncommon|0.0||2.559|Amy Weber|1||At the beginning of each player's upkeep, Copper Tablet deals 1 damage to that player.|0|
306|Cyclopean Tomb|{4}|Artifact|||{2}, {T}: Put a mire counter on target non-Swamp land. That land is a Swamp for as long as it has a mire counter on it. Activate this ability only during your upkeep.<br>When Cyclopean Tomb is put into a graveyard from the battlefield, at the beginning of each of your upkeeps for the rest of the game, remove all mire counters from a land that a mire counter was put onto with Cyclopean Tomb but that a mire counter has not been removed from with Cyclopean Tomb.|Limited Edition Beta|Rare|0.0||2.75|Anson Maddocks|2||{2}, {T}: Put a mire counter on target non-Swamp land. That land is a Swamp for as long as it has a mire counter on it. Activate this ability only during your upkeep.<br>When Cyclopean Tomb is put into a graveyard from the battlefield, at the beginning of each of your upkeeps for the rest of the game, remove all mire counters from a land that a mire counter was put onto with Cyclopean Tomb but that a mire counter has not been removed from with Cyclopean Tomb.|0|
308|Disrupting Scepter|{3}|Artifact|||{3}, {T}: Target player discards a card. Activate this ability only during your turn.|Limited Edition Beta|Rare|0.0||2.531|Dan Frazier|3||{3}, {T}: Target player discards a card. Activate this ability only during your turn.|0|
328|Mox Jet|{0}|Artifact|||{T}: Add {B} to your mana pool.|Limited Edition Beta|Rare|0.0||4.868|Dan Frazier|4||{T}: Add {B} to your mana pool.|0|
330|Mox Ruby|{0}|Artifact|||{T}: Add {R} to your mana pool.|Limited Edition Beta|Rare|0.0||4.795|Dan Frazier|5||{T}: Add {R} to your mana pool.|0|
340|Time Vault|{2}|Artifact|||Time Vault enters the battlefield tapped.<br>Time Vault doesn't untap during your untap step.<br>If you would begin your turn while Time Vault is tapped, you may skip that turn instead. If you do, untap Time Vault.<br>{T}: Take an extra turn after this one.|Limited Edition Beta|Rare|0.0||4.854|Mark Tedin|6||Time Vault enters the battlefield tapped.<br>Time Vault doesn't untap during your untap step.<br>If you would begin your turn while Time Vault is tapped, you may skip that turn instead. If you do, untap Time Vault.<br>{T}: Take an extra turn after this one.|0|
391|Animate Artifact|{3}{U}|Enchantment - Aura|||Enchant artifact<br>As long as enchanted artifact isn't a creature, it's an artifact creature with power and toughness each equal to its converted mana cost.|Limited Edition Beta|Uncommon|0.0||1.962|Douglas Schuler|7||Enchant artifact<br>As long as enchanted artifact isn't a creature, it's an artifact creature with power and toughness each equal to its converted mana cost.|0|
405|Lord of Atlantis|{U}{U}|Creature - Merfolk|2|2|Other Merfolk creatures get +1/+1 and have islandwalk.|Limited Edition Beta|Rare|0.0||4.475|Melissa Benson|8||Other Merfolk creatures get +1/+1 and have islandwalk.|0|
415|Power Sink|{X}{U}|Instant|||Counter target spell unless its controller pays {X}. If he or she doesn't, that player taps all lands with mana abilities he or she controls and empties his or her mana pool.|Limited Edition Beta|Common|0.0||3.719|Richard Thomas|9||Counter target spell unless its controller pays {X}. If he or she doesn't, that player taps all lands with mana abilities he or she controls and empties his or her mana pool.|0|
417|Psionic Blast|{2}{U}|Instant|||Psionic Blast deals 4 damage to target creature or player and 2 damage to you.|Limited Edition Beta|Uncommon|0.0||4.021|Douglas Schuler|10||Psionic Blast deals 4 damage to target creature or player and 2 damage to you.|0|
