ID|NAME|COST|TYPE|POWER|TOUGHNESS|ORACLE|SET|RARITY|DBPRICE|LANG|RATING|ARTIST|COLLNUM|RULINGS|TEXT|ENID|PROPERTIES
2014|Aladdin's Lamp|{10}|Artifact|||{X}, {T}: The next time you would draw a card this turn, instead look at the top X cards of your library, put all but one of them on the bottom of your library in a random order, then draw a card. X can't be 0.|Fourth Edition|Rare|0.0||2.102|Mark Tedin|1||{X}, {T}: The next time you would draw a card this turn, instead look at the top X cards of your library, put all but one of them on the bottom of your library in a random order, then draw a card. X can't be 0.|0|
2018|Armageddon Clock|{6}|Artifact|||At the beginning of your upkeep, put a doom counter on Armageddon Clock.<br>At the beginning of your draw step, Armageddon Clock deals damage equal to the number of doom counters on it to each player.<br>{4}: Remove a doom counter from Armageddon Clock. Any player may activate this ability but only during any upkeep step.|Fourth Edition|Rare|0.0||3.591|Amy Weber|2||At the beginning of your upkeep, put a doom counter on Armageddon Clock.<br>At the beginning of your draw step, Armageddon Clock deals damage equal to the number of doom counters on it to each player.<br>{4}: Remove a doom counter from Armageddon Clock. Any player may activate this ability but only during any upkeep step.|0|
2019|Ashnod's Battle Gear|{2}|Artifact|||You may choose not to untap Ashnod's Battle Gear during your untap step.<br>{2}, {T}: Target creature you control gets +2/-2 for as long as Ashnod's Battle Gear remains tapped.|Fourth Edition|Uncommon|0.0||2.25|Mark Poole|3||You may choose not to untap Ashnod's Battle Gear during your untap step.<br>{2}, {T}: Target creature you control gets +2/-2 for as long as Ashnod's Battle Gear remains tapped.|0|
2020|Battering Ram|{2}|Artifact Creature - Construct|1|1|At the beginning of combat on your turn, Battering Ram gains banding until end of combat. <i>(Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's blocking.)</i><br>Whenever Battering Ram becomes blocked by a Wall, destroy that Wall at end of combat.|Fourth Edition|Common|0.0||1.558|Jeff A. Menges|4||At the beginning of combat on your turn, Battering Ram gains banding until end of combat. <i>(Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's blocking.)</i><br>Whenever Battering Ram becomes blocked by a Wall, destroy that Wall at end of combat.|0|
2021|Black Mana Battery|{4}|Artifact|||{2}, {T}: Put a charge counter on Black Mana Battery.<br><br>{T}, Remove any number of charge counters from Black Mana Battery: Add {B} to your mana pool, then add an additional {B} to your mana pool for each charge counter removed this way.|Fourth Edition|Rare|0.0||2.905|Anson Maddocks|5||{2}, {T}: Put a charge counter on Black Mana Battery.<br><br>{T}, Remove any number of charge counters from Black Mana Battery: Add {B} to your mana pool, then add an additional {B} to your mana pool for each charge counter removed this way.|0|
2022|Black Vise|{1}|Artifact|||As Black Vise enters the battlefield, choose an opponent.<br>At the beginning of the chosen player's upkeep, Black Vise deals X damage to that player, where X is the number of cards in his or her hand minus 4.|Fourth Edition|Uncommon|0.0||4.674|Richard Thomas|6||As Black Vise enters the battlefield, choose an opponent.<br>At the beginning of the chosen player's upkeep, Black Vise deals X damage to that player, where X is the number of cards in his or her hand minus 4.|0|
2023|Blue Mana Battery|{4}|Artifact|||{2}, {T}: Put a charge counter on Blue Mana Battery.<br><br>{T}, Remove any number of charge counters from Blue Mana Battery: Add {U} to your mana pool, then add an additional {U} to your mana pool for each charge counter removed this way.|Fourth Edition|Rare|0.0||2.62|Amy Weber|7||{2}, {T}: Put a charge counter on Blue Mana Battery.<br><br>{T}, Remove any number of charge counters from Blue Mana Battery: Add {U} to your mana pool, then add an additional {U} to your mana pool for each charge counter removed this way.|0|
2024|Bottle of Suleiman|{4}|Artifact|||{1}, Sacrifice Bottle of Suleiman: Flip a coin. If you lose the flip, Bottle of Suleiman deals 5 damage to you. If you win the flip, put a 5/5 colorless Djinn artifact creature token with flying onto the battlefield.|Fourth Edition|Rare|0.0||2.471|Jesper Myrfors|8||{1}, Sacrifice Bottle of Suleiman: Flip a coin. If you lose the flip, Bottle of Suleiman deals 5 damage to you. If you win the flip, put a 5/5 colorless Djinn artifact creature token with flying onto the battlefield.|0|
2026|Bronze Tablet|{6}|Artifact|||Remove Bronze Tablet from your deck before playing if you're not playing for ante.<br>Bronze Tablet enters the battlefield tapped.<br>{4}, {T}: Exile Bronze Tablet and target nontoken permanent an opponent owns. That player may pay 10 life. If he or she does, put Bronze Tablet into its owner's graveyard. Otherwise, that player owns Bronze Tablet and you own the other exiled card.|Fourth Edition|Rare|0.0||1.484|Tom Wänerstrand|9||Remove Bronze Tablet from your deck before playing if you're not playing for ante.<br>Bronze Tablet enters the battlefield tapped.<br>{4}, {T}: Exile Bronze Tablet and target nontoken permanent an opponent owns. That player may pay 10 life. If he or she does, put Bronze Tablet into its owner's graveyard. Otherwise, that player owns Bronze Tablet and you own the other exiled card.|0|
2028|Clay Statue|{4}|Artifact Creature - Golem|3|1|{2}: Regenerate Clay Statue.|Fourth Edition|Common|0.0||2.042|Jesper Myrfors|10||{2}: Regenerate Clay Statue.|0|
2029|Clockwork Avian|{5}|Artifact Creature - Bird|0|4|Flying<br>Clockwork Avian enters the battlefield with four +1/+0 counters on it.<br>At end of combat, if Clockwork Avian attacked or blocked this combat, remove a +1/+0 counter from it.<br>{X}, {T}: Put up to X +1/+0 counters on Clockwork Avian. This ability can't cause the total number of +1/+0 counters on Clockwork Avian to be greater than four. Activate this ability only during your upkeep.|Fourth Edition|Rare|0.0||2.391|Randy Asplund-Faith|11||Flying<br>Clockwork Avian enters the battlefield with four +1/+0 counters on it.<br>At end of combat, if Clockwork Avian attacked or blocked this combat, remove a +1/+0 counter from it.<br>{X}, {T}: Put up to X +1/+0 counters on Clockwork Avian. This ability can't cause the total number of +1/+0 counters on Clockwork Avian to be greater than four. Activate this ability only during your upkeep.|0|
2030|Clockwork Beast|{6}|Artifact Creature - Beast|0|4|Clockwork Beast enters the battlefield with seven +1/+0 counters on it.<br>At end of combat, if Clockwork Beast attacked or blocked this combat, remove a +1/+0 counter from it.<br>{X}, {T}: Put up to X +1/+0 counters on Clockwork Beast. This ability can't cause the total number of +1/+0 counters on Clockwork Beast to be greater than seven. Activate this ability only during your upkeep.|Fourth Edition|Rare|0.0||2.733|Drew Tucker|12||Clockwork Beast enters the battlefield with seven +1/+0 counters on it.<br>At end of combat, if Clockwork Beast attacked or blocked this combat, remove a +1/+0 counter from it.<br>{X}, {T}: Put up to X +1/+0 counters on Clockwork Beast. This ability can't cause the total number of +1/+0 counters on Clockwork Beast to be greater than seven. Activate this ability only during your upkeep.|0|
2032|Conservator|{4}|Artifact|||{3}, {T}: Prevent the next 2 damage that would be dealt to you this turn.|Fourth Edition|Uncommon|0.0||1.211|Amy Weber|13||{3}, {T}: Prevent the next 2 damage that would be dealt to you this turn.|0|
2033|Coral Helm|{3}|Artifact|||{3}, Discard a card at random: Target creature gets +2/+2 until end of turn.|Fourth Edition|Rare|0.0||1.476|Amy Weber|14||{3}, Discard a card at random: Target creature gets +2/+2 until end of turn.|0|
2035|Cursed Rack|{4}|Artifact|||As Cursed Rack enters the battlefield, choose an opponent.<br>The chosen player's maximum hand size is four.|Fourth Edition|Uncommon|0.0||3.286|Richard Thomas|15||As Cursed Rack enters the battlefield, choose an opponent.<br>The chosen player's maximum hand size is four.|0|
2036|Dancing Scimitar|{4}|Artifact Creature - Spirit|1|5|Flying <i>(This creature can't be blocked except by creatures with flying or reach.)</i>|Fourth Edition|Rare|0.0||2.54|Anson Maddocks|16||Flying <i>(This creature can't be blocked except by creatures with flying or reach.)</i>|0|
2037|Diabolic Machine|{7}|Artifact Creature - Construct|4|4|{3}: Regenerate Diabolic Machine.|Fourth Edition|Uncommon|0.0||1.176|Anson Maddocks|17||{3}: Regenerate Diabolic Machine.|0|
2040|Dragon Engine|{3}|Artifact Creature - Construct|1|3|{2}: Dragon Engine gets +1/+0 until end of turn.|Fourth Edition|Rare|0.0||2.2|Anson Maddocks|18||{2}: Dragon Engine gets +1/+0 until end of turn.|0|
